Series Name,"Series Code","Country Name","Country Code","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Afghanistan","AFG","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.00472256824217368","0.00456139517022146","0.0878912528559713","0.105809030021958","1.22414808372471","2.10712364546412","1.9","1.84","3.55","4","5","5.45454545454545","5.9","7","8.26","11.2","13.5","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Albania","ALB","NA","0","NA","NA","NA","NA","0.011168695","0.032196828","0.048593919","0.06502737","0.081437045","0.114097346552109","0.325798377067964","0.39008127343332","0.971900415195857","2.42038779776014","6.04389086404814","9.60999131577118","15.0361154084109","23.86","41.2","45","49","54.6559590399494","57.2","60.1","63.252932696931","66.363444701023","71.8470405043844","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Algeria","DZA","NA","0","NA","NA","NA","0.000360674","0.001768954","0.001738533","0.010268463","0.020238555","0.199523843","0.491705679141589","0.646114016703792","1.59164126035832","2.19535973086144","4.63447508776537","5.84394209201256","7.37598495634886","9.45119062555304","10.18","11.23","12.5","14.9","18.2","22.5","29.5","38.2","42.9455268800332","47.6910551485548","49.0384680793271","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","American Samoa","ASM","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Andorra","AND","NA","0","NA","NA","NA","NA","NA","1.526601023","3.050175385","6.886209218","7.635686143","10.53883560922","NA","11.2604687170103","13.546412876439","26.8379543894637","37.6057662174867","48.9368469989479","70.87","70.04","78.53","81","81","86.4344246167258","94","95.9","96.91","97.9306371220021","91.5674670273926","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Angola","AGO","NA","0","NA","NA","NA","NA","NA","0.000775929","0.005673746","0.018453724","0.071964087","0.105045562462262","0.136013867429868","0.270376745595134","0.370682065225727","0.464814617985909","1.1433668265595","1.5","1.7","1.9","2.3","2.8","3.1","6.5","8.9","21.4","12.4","13","14.3390793643794","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Antigua and Barbuda","ATG","NA","0","NA","NA","NA","NA","2.200768802","2.858449577","3.480536838","4.0717165","5.300681138","6.48222573702907","8.89928551450583","12.5","17.2286487816884","24.2665437161785","27","30","34","38","42","47","52","58","63.4","67.78","70","73","76","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Argentina","ARG","NA","0","NA","0.002992874","0.029527065","0.043705951","0.086277081","0.141954704","0.280339882","0.83076668","3.284481956","7.0386830862178","9.78080728532407","10.8821243775325","11.9136965509954","16.0366841054923","17.7205833696065","20.9272021035896","25.9466329403819","28.1126234799907","34","45","51","55.8","59.9","64.7","68.0430641088122","70.96898082","74.29490687","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Armenia","ARM","NA","0","NA","NA","NA","0.009117014","0.052743123","0.094572902","0.111650935","0.128659478","0.970737757","1.30047002237784","1.63109466677715","1.9604050458212","4.57521722477781","4.8990085713054","5.25298335195804","5.63178777731609","6.02125339712607","6.21","15.3","25","32","37.5","41.9","54.6228058583362","59.1023777148789","64.34602977","64.7448843250726","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Aruba","ABW","NA","0","NA","NA","NA","NA","NA","2.768382663","NA","NA","4.506179098","15.4428229480349","17.1","18.8","20.8","23","25.4","28","30.9","52","58","62","69","74","78.9","83.78","88.661226932496","93.542453865048","97.17","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Australia","AUS","NA","0.585094712","1.097203891","1.768764913","1.974611016","2.232101254","2.759654513","3.27524987","16.36935838","30.81323944","40.7837839","46.7561156116738","52.6892664310395","NA","NA","NA","63","66","69.45","71.67","74.25","76","79.4876977139029","79","83.453497167","84","84.560519347399","86.54","86.54504885","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Austria","AUT","NA","0.130369377","0.259081553","0.642817619","0.76534273","1.393422968","1.890210524","6.909162353","9.533974317","15.42121932","23.0443171","33.7301329516915","39.1854501811114","36.56","42.7","54.28","58","63.6","69.37","72.87","73.45","75.17","78.7399930986888","80.0299939169903","80.6188","80.9958249574764","83.9401419315026","84.32374257","87.93558659","87.4791372262556","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Azerbaijan","AZE","NA","0","NA","NA","NA","0.001431415","0.002055556","0.006354585","0.025187933","0.037485109","0.099228942","0.147757575623251","0.305564637615618","4.99971367812957","NA","NA","8.03037535616454","11.9921773343674","14.54","17.08","27.4","46","50","54.2","73.000001372","75.0000156363396","77","78.2","79","79.7999954887896","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bahamas, The","BHS","NA","0","NA","NA","NA","NA","0.960030721","1.746950698","1.362953903","2.33559071","3.764557822","8","11.8","18","20","22","25","26","27","31.54","33.88","43","65","71.7482028146963","72","76.92","78","80","85","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bahrain","BHR","NA","0","NA","NA","NA","NA","0.346205844","0.843254219","1.646299202","3.218202151","4.720358118","6.15373254647607","15.0386342513918","18.0507208881153","21.5549449917804","21.4586805077435","21.3037335136591","28.2439524318043","32.91","51.95","53","55","76.9999665032303","88","90.0000397","90.5031334814656","93.4783011354165","97.9999807","95.87813575","98.6446725799886","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bangladesh","BGD","NA","0","NA","NA","NA","NA","NA","NA","0.000751046","0.003684813","0.036170407","0.0710394230507683","0.129807973947512","0.13992028850905","0.163877665498048","0.199036333744363","0.24163732563671","1","1.8","2.5","3.1","3.7","4.5","5","6.63","13.9","14.4","18.02","15","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Barbados","BRB","NA","0","NA","NA","NA","NA","0.007752238","0.389464214","0.783428912","1.970249237","2.376247035","3.97367835457927","11.9364503383984","27.836322424146","39.6896271159532","49.8","52.5","55.3","58.2","61.4","64.7","65.1","66.5","71.2","71.8","75.16","76.11","79.5493978888735","81.7607783931079","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Belarus","BLR","NA","0","NA","NA","NA","0.000485951","0.002921254","0.029298294","0.049020891","0.073868897","0.494881245","1.86039812615388","4.30061602151712","8.95097131467325","NA","NA","NA","16.2","19.7","23","27.43","31.8","39.6488956598961","46.91","54.17","59.02","62.230360906803","71.11304576","74.43644541","79.1298866919307","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Belgium","BEL","NA","0.00100674","0.020072645","0.100041027","0.199446059","0.69599469","0.99166299","2.968411647","4.93808091","7.886622701","13.77221446","29.4316916924341","31.2883955056566","46.33","49.97","53.86","55.82","59.72","64.44","66","70","75","81.6099959955952","80.7199905482042","82.1702","85","85.0529","86.51647666","87.67968082","88.6550642753316","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Belize","BLZ","NA","0","NA","NA","NA","NA","0.04539718","0.882807327","1.288582302","2.091516391","4.076740564","5.96383530272428","NA","5.68425121358763","NA","9.8","17","24","24.6","26.3","27.2","28.2","30.7","31","33.6","38.7","41.589999999835","44.57574032","47.0826258036364","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Benin","BEN","NA","0","NA","NA","NA","NA","NA","0.0016931","0.024648796","0.047877304","0.154906741","0.225247851473369","0.363417890016082","0.7029455951039","0.951327114915695","1.18254096518994","1.27103143947107","1.53785434624704","1.79","1.85","2.24","3.13","4.14832306562512","4.5","4.9","6","11.2549879092022","11.994047908223","20","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bermuda","BMU","NA","0","NA","NA","NA","NA","6.838163465","16.20246602","24.18925674","32.10375935","39.94758876","42.9498600152711","47.5096998970623","52.0315973700393","56.5220121836337","60.9908670086326","65.4470657898838","69.8996551617012","74.3505940302669","82.3","83.25","84.21","88.336","91.2993045243401","95.3","96.8","98.3236096537251","98","98.37","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bhutan","BTN","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0.137571514","0.40094444691941","0.864628564215099","1.67580258375242","2.43691239949767","3.15698419613711","3.84710674490143","4.5183172581646","5.92","6.55","7.17","13.6","14.4","15.6","22.4","30.3","39.8","41.7726445321672","48.1064158774574","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bolivia","BOL","NA","0","NA","NA","NA","NA","0.066807568","0.196081174","0.447839036","0.626484062","0.981815187","1.4427635847914","2.1204625341365","3.11719294696997","3.50859640072336","4.43992460120042","5.22758395663196","6.20067125473576","10.4992443168903","12.5","16.8","22.4","30","35.34","36.99","34.6","35.56227065","39.6975146032685","43.8322760674661","44.2861421607887","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bosnia and Herzegovina","BIH","NA","0","NA","NA","NA","NA","NA","0.015125563","0.059425563","0.14367106","0.1943742","1.08296074971207","1.20052695129649","2.64826791361244","3.96503683387051","15.4689716227665","21.3267010007738","25.1223856852117","27.92","34.66","37.74","42.75","43.8876865285545","45.0645004334763","48.5213141734421","49.9177324336354","52.6","60.25653543","64.89197728","70.1201350394885","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Botswana","BWA","0","0","0","NA","NA","NA","0.064521041","0.15745423","0.30774685","0.602400929","1.122391474","2.90266662177209","3.43088678702599","3.38592235064273","3.3451901740614","3.30488925316113","3.26255403605122","4.28993297515968","5.28","6.25","6.15","6","9","16","30","36.74474744423","37.3120503733278","39.36299738","47","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Brazil","BRA","NA","0","0.003288171","0.012946262","0.025498253","0.037672709","0.105138168","0.450789179","0.786079155","1.477874959","2.038732184","2.87068515854108","4.52849486902851","9.14942508560748","13.2075861035303","19.073672274442","21.022747248827","28.1783801797929","30.88","33.83","39.22","40.65","45.69","48.56","51.04","54.5510018796392","58.3279517340924","60.87254007","67.47128452","70.4342825404361","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","British Virgin Islands","VGB","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18.8857412653447","NA","NA","NA","NA","NA","NA","36","37","37.4","37.6","NA","NA","NA","77.7014296797074","77.7042682926829","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Brunei Darussalam","BRN","NA","0","NA","NA","NA","NA","1.017080166","3.303349927","4.831057905","6.284742844","7.671041206","8.99628453448726","12.9177690823013","15.329879855735","19.5950032207342","29.7156041447864","36.4663919475782","42.1863491609307","44.68","46","49","53","56","60.2730650423193","64.5","68.77","71.2","90","94.8666916411293","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Bulgaria","BGR","NA","0","NA","NA","0.002339042","0.019526669","0.119665549","0.725251167","1.219813132","1.844965121","2.908154025","5.37092346908696","7.6122977487982","9.08","12.04","18.13","19.97","27.09","33.64","39.67","45","46.23","47.9799930506026","51.8999876658503","53.0615","55.49","56.6563","59.82554766","63.41010138","64.78201069118","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Burkina Faso","BFA","NA","0","NA","NA","NA","NA","NA","0.000960519","0.018686353","0.045423484","0.061780293","0.0770801689426014","0.157732464653607","0.200992597925001","0.373440303233526","0.400295285492178","0.469914488656657","0.632707564461829","0.75","0.92","1.13","2.4","3","3.72503491597675","9.1","9.4","14","13.96","16","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Burundi","BDI","0","0","0","0","0","0","0","0.000803592","0.007979439","0.015842776","0.039204469","0.077248447383456","0.106001245363203","0.118228412267794","0.201273196735924","0.349060461879596","0.542142865759056","0.657592590351907","0.7","0.81","0.9","1","1.11","1.21999994477793","1.2642181112","1.38","4.86622446359511","5.17362677652886","2.6607485347534","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cabo Verde","CPV","NA","0","NA","NA","NA","NA","NA","NA","0.24096792","0.472735008","1.159982461","1.82244385164396","2.68533271272311","3.5187571749658","4.32488539053715","5.31883206957883","6.07408710659813","6.80891100753313","8.28321981953034","14","21","30","32","34.74","37.5","40.26","42.68","50.32281787","57.16214635","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cambodia","KHM","NA","0","NA","NA","NA","NA","NA","NA","0.005844911","0.016324986","0.031969578","0.047022640068885","0.0769560555527296","0.226983237666204","0.260570197574002","0.300436644360101","0.317321781089656","0.468356720063827","0.49","0.51","0.53","1.26","3.1","4.94","6.8","14","6.43319107021405","32.39845171","32.44694856","40","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cameroon","CMR","NA","0","NA","NA","NA","NA","NA","NA","0.006768744","0.013216341","0.129067581","0.252120077733662","0.277051321848797","0.360871584267755","0.587622611130454","0.976075415490902","1.40265422575955","2.0287447914719","2.93","3.4","3.84","4.3","5","7.5","10","16.2148722257524","20.6801476606263","23.2029719748646","23.20297197","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Canada","CAN","NA","0.360999701","0.570385926","0.91598104","1.184557509","2.378693853","4.163525253","6.76023965","15.07235736","24.8974003","36.18644004","51.3","60.2","61.5932992681952","64.2","65.9559634648989","71.66","72.4","73.2","76.7","80.3","80.3","83","83","85.8","87.12","90","91.16","91","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cayman Islands","CYM","NA","0","NA","NA","0","0","3.948967193","NA","NA","NA","NA","NA","NA","NA","NA","NA","38.0343830823064","44.5","52","61","64.5","66","69.46594499","69.7","71.4","74.1","77","79","81.0676932508161","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Central African Republic","CAF","NA","0","NA","NA","NA","NA","NA","0.005849503","0.014270881","0.027878201","0.040894287","0.0533941742150456","0.0785434278394038","0.128537116506299","0.151563337940017","0.223401395464406","0.268195609199012","0.311159173235716","0.375815961044797","1","1.8","2","2.2","3","3.4","3.6","3.8","4","4.33925494461827","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Chad","TCD","NA","0","NA","NA","NA","NA","NA","NA","0.000658168","0.004268504","0.012321728","0.03570707628555","0.0459341343557353","0.166069664674347","0.320308555366775","0.360920107034467","0.399257700084004","0.581045764229641","0.847224520710968","1.19","1.5","1.7","1.9","2.10000000005453","2.5","2.9","3.5","5","6.49999811951501","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Channel Islands","CHI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Chile","CHL","NA","0","NA","0.036548938","0.071783144","0.141084507","0.346980781","0.68347561","1.057092496","1.662322022","4.103419297","16.6","19.1","22.1","25.4737788864723","28.1779101232438","31.1753470303684","34.4977511736017","35.9","37.3","41.56","45","52.2496072877744","55.05","58","61.11","76.63","83.55858602","82.32748693","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","China","CHN","NA","0","NA","NA","0.00016868","0.001168115","0.00495471","0.013081692","0.032394861","0.168540297","0.708187957","1.77591320677415","2.63965021485872","4.59570433077551","6.2","7.3","8.52325700269541","10.5231526193851","16","22.6","28.9","34.3","38.3","42.3001174855995","45.8","47.9","50.3","53.2","54.3","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Colombia","COL","NA","0","NA","NA","NA","0.107173945","0.18804679","0.330017773","0.550521023","1.126225245","1.697730794","2.207532992624","2.85419997133433","4.6","7.38892371052557","9.1186903029666","11.0072638904585","15.3416745365682","21.8","25.6","30","36.5","40.3509157546318","48.98","51.7","52.57","55.9049725142924","58.13649357","62.25988032","64.1263768204459","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Comoros","COM","NA","0","NA","NA","NA","NA","NA","NA","0","0.03787097","0.148162964","0.271740607285909","0.443068372538977","0.554869674985088","0.848189370151537","1.32732717785355","2","2.2","2.5","3","3.5","5.1","5.5","5.97529630842855","6.5","6.98","7.459161385649","7.938322770803","8.47817029542124","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Congo, Dem. Rep.","COD","NA","0","NA","NA","NA","NA","NA","0.000108207","0.000211213","0.000413065","0.001009076","0.0059021136806903","0.0114757819210493","0.0927907024606925","0.134914837437335","0.196208375178039","0.238037798692792","0.29605361030881","0.37","0.44","0.56","0.72","1.2","1.679961014645","2.2","3","3.799999507273","6.20997406030119","8.61990491569355","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Congo, Rep.","COG","NA","0","NA","NA","NA","NA","NA","0.00352686","0.003469104","0.003415143","0.016791049","0.0263547320580279","0.0322236164306931","0.157249517243982","0.460014186837522","1.07750492958505","1.46342005950851","2.00799007938159","2.75970437370903","4.28750990276481","4.5","5","5.6","6.10669502435836","6.6","7.11","7.61597466209","8.121949323466","8.65","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Costa Rica","CRI","NA","0","NA","0.001113325","0.081509754","0.279912479","0.416829206","0.84105704","1.640221288","2.666378698","3.904323257","5.80025302331829","9.55948213497093","19.8948511346293","20.3336148143541","20.7923067055542","22.07","25.1","28.4","32.29","34.33","36.5","39.2121959961842","47.5","45.96","53","59.7629501371681","65.8804491942718","71.3907708962224","74.0868022255159","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cote d'Ivoire","CIV","NA","0","NA","NA","NA","NA","0.000200256","0.00840978","0.018828361","0.060974439","0.118685917","0.231461670612799","0.395747702246439","0.497929360753307","0.758669629452205","0.849282414747704","1.03923820514001","1.52490079122527","1.8","1.9","2","2.7","2.9","5","12","19.2742298","38.44","41.20781493","43.83992085","46.8237270826283","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Croatia","HRV","NA","0","NA","NA","0.097213389","0.268318997","0.51402859","0.858982368","1.729609312","3.273220279","4.405359119","6.64488254374396","11.5585731811648","17.76","22.75","30.91","33.14","37.98","41.44","44.24","50.58","56.55","57.7899789891444","61.9399731527956","66.7476","68.57","69.8031","72.69726967","67.09619204","75.2946259897258","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cuba","CUB","NA","0","NA","NA","NA","NA","9.17E-05","0.031949001","0.068220214","0.226699199","0.314690541","0.541182548811058","1.07975172188907","3.77058503769014","5.2412690536929","8.40798475900703","9.73806220781346","11.1596013147617","11.69","12.94","14.33","15.9","16.0172907996413","21.2","27.93","29.0701843656523","37.3050974155373","42.97867519","57.14840432","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Curacao","CUW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","61.855510740634","68.12721625","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Cyprus","CYP","NA","0","NA","0.05006043","0.056367482","0.111034621","0.410120685","0.673343541","4.378272095","8.890539159","11.34239866","15.2553943710137","18.8187590408455","28.32","30.09","33.83","32.81","35.83","40.77","42.31","49.81","52.99","56.8598923503507","60.6898684001903","65.4548","69.33","71.7159","75.9002054","80.74318897","84.4335825186889","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Czech Republic","CZE","NA","0","NA","NA","0.581319529","1.259217838","1.45357584","1.940378193","2.915698695","3.895906065","6.832802018","9.78052788834393","14.6971721171129","23.93","34.3","35.5","35.27","47.93","51.93","62.97","64.43","68.82","70.49","73.4300078241036","74.1104","74.2317116367383","75.668838699279","76.4811987","78.71916143","80.6881675434288","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Denmark","DNK","NA","0.097277268","0.194056515","0.386913951","0.578329976","1.34430775","3.82565642","5.714987841","11.38200494","22.66874615","30.59204065","39.1724308555053","42.9575247201878","64.25","76.26","80.93","82.74","86.65","85.03","85.02","86.84","88.72","89.8100133895232","92.2600117153012","94.6297","95.99","96.3305","96.96778525","97.09936216","97.3192043651002","NA"
